[19Jul2024 03:46:38.254] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 40.2.21, --fml.mcVersion, 1.18.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220404.173914]
[19Jul2024 03:46:38.258] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 9.1.3+9.1.3+main.9b69c82a starting: java version 21.0.3 by Microsoft
[19Jul2024 03:46:38.425] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/server2/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2314!/ Service=ModLauncher Env=SERVER
[19Jul2024 03:46:38.519] [main/INFO] [Mods Optimizer/]: [Mods Optimizer] ♻ Init ...
[19Jul2024 03:46:38.521] [main/INFO] [Mods Optimizer/]: Game Directory: /workspaces/server2/servidor_minecraft
[19Jul2024 03:46:38.522] [main/INFO] [Mods Optimizer/]: Mods Directory: /workspaces/server2/servidor_minecraft/mods
[19Jul2024 03:46:38.523] [main/INFO] [Mods Optimizer/]: Game Environment: SERVER
[19Jul2024 03:46:38.525] [main/INFO] [Mods Optimizer/]: Loading Mods Database Config File from /workspaces/server2/servidor_minecraft/config/mods_optimizer/config.toml
[19Jul2024 03:46:38.570] [main/INFO] [Mods Optimizer/]: ♻ init with game dir /workspaces/server2/servidor_minecraft and mods dir /workspaces/server2/servidor_minecraft/mods for target SERVER in 46 ms.
[19Jul2024 03:46:38.571] [main/INFO] [Mods Optimizer/]: ♻ Parsing Mods data ...
[19Jul2024 03:46:38.573] [main/INFO] [Mods Optimizer/]: [Mod Data] parsing ~141 mods in /workspaces/server2/servidor_minecraft/mods with file extension .jar ...
[19Jul2024 03:46:38.601] [main/WARN] [Mods Optimizer/]: Was unable to parse timestamp 2024-07-02T12:49:48.213114526Z:
[19Jul2024 03:46:38.609] [main/WARN] [Mods Optimizer/]: Was unable to parse timestamp 2024-07-02T12:49:48.213114526Z:
[19Jul2024 03:46:38.653] [main/ERROR] [Mods Optimizer/]: TOML file META-INF/mods.toml not found in java.util.jar.JarFile@182b435b
[19Jul2024 03:46:38.654] [main/WARN] [Mods Optimizer/]: ⚠ Found no META-INF/mods.toml file for /workspaces/server2/servidor_minecraft/mods/kotlinforforge-3.3.2-obf.jar!
[19Jul2024 03:46:38.702] [main/ERROR] [Mods Optimizer/]: TOML file META-INF/mods.toml not found in java.util.jar.JarFile@64b31700
[19Jul2024 03:46:38.703] [main/WARN] [Mods Optimizer/]: ⚠ Found no META-INF/mods.toml file for /workspaces/server2/servidor_minecraft/mods/ConfiguredDefaults-v8.0.1-1.20.1-Forge.jar!
[19Jul2024 03:46:38.705] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for adaptive_performance_tweaks_player from DEFAULT to SERVER
[19Jul2024 03:46:38.710] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.patchouli[0] section of the mods.toml file /workspaces/server2/servidor_minecraft/mods/Patchouli-1.18.2-71.1.jar!
[19Jul2024 03:46:38.714] [main/ERROR] [Mods Optimizer/]: [Mod Data] ⚠ Duplicated mod selene found in /workspaces/server2/servidor_minecraft/mods/selene-1.18.2-1.17.9.jar and /workspaces/server2/servidor_minecraft/mods/selene-1.18.2-1.17.15.jar
[19Jul2024 03:46:38.719] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.journeymap[0] section of the mods.toml file /workspaces/server2/servidor_minecraft/mods/journeymap-1.18.2-5.9.7-forge.jar!
[19Jul2024 03:46:38.720] [main/WARN] [Mods Optimizer/]: Was unable to parse timestamp 2023-05-11-15:29:22:
[19Jul2024 03:46:38.721] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.betterdungeons[1] section of the mods.toml file /workspaces/server2/servidor_minecraft/mods/YungsBetterDungeons-1.18.2-Forge-2.1.0.jar!
[19Jul2024 03:46:38.723] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for smoothchunk from DEFAULT to SERVER
[19Jul2024 03:46:38.743] [main/ERROR] [Mods Optimizer/]: [Mod Data] ⚠ Duplicated mod puzzleslib found in /workspaces/server2/servidor_minecraft/mods/PuzzlesLib-v3.5.8-1.18.2-Forge.jar and /workspaces/server2/servidor_minecraft/mods/PuzzlesLib-v3.5.9-1.18.2-Forge.jar
[19Jul2024 03:46:38.767] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for attributefix from UNKNOWN to DEFAULT
[19Jul2024 03:46:38.776] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.yungsapi[1] section of the mods.toml file /workspaces/server2/servidor_minecraft/mods/YungsApi-1.18.2-Forge-2.0.8.jar!
[19Jul2024 03:46:38.780] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for adaptive_performance_tweaks_core from DEFAULT to SERVER
[19Jul2024 03:46:38.790] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for adaptive_performance_tweaks_items from DEFAULT to SERVER
[19Jul2024 03:46:38.793] [main/ERROR] [Mods Optimizer/]: [Mod Data] ⚠ Duplicated mod cloth_config found in /workspaces/server2/servidor_minecraft/mods/cloth-config-6.5.116-forge.jar and /workspaces/server2/servidor_minecraft/mods/cloth-config-6.5.102-forge.jar
[19Jul2024 03:46:38.810] [main/ERROR] [Mods Optimizer/]: [Mod Data] ⚠ Duplicated mod jei found in /workspaces/server2/servidor_minecraft/mods/jei-1.18.2-forge-10.2.1.1006.jar and /workspaces/server2/servidor_minecraft/mods/jei-1.18.2-forge-10.2.1.1005.jar
[19Jul2024 03:46:38.828] [main/INFO] [Mods Optimizer/]: [Mod Data] ⚠ Found 4 duplicated mods in 137 mods.
[19Jul2024 03:46:38.828] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 2 language provider mods in 137 mods.
[19Jul2024 03:46:38.829] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 7 server mods in 137 mods.
[19Jul2024 03:46:38.829] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 132 default mods in 137 mods.
[19Jul2024 03:46:38.829] [main/INFO] [Mods Optimizer/]: -------------------------------------------------------------------------------------------------------------------
[19Jul2024 03:46:38.830] [main/INFO] [Mods Optimizer/]: | ID                                 | VERSION                | TYPE     | ENVIRONMENT       | TIMESTAMP           |
[19Jul2024 03:46:38.830] [main/INFO] [Mods Optimizer/]: -------------------------------------------------------------------------------------------------------------------
[19Jul2024 03:46:38.831] [main/INFO] [Mods Optimizer/]: | cyclopscore                        | 1.17.9                 | FORGE    | DEFAULT           | 2023-11-27 14:47:04 |
[19Jul2024 03:46:38.831] [main/INFO] [Mods Optimizer/]: | saturn                             | 0.1.5                  | FORGE    | DEFAULT           | 2024-03-06 11:40:33 |
[19Jul2024 03:46:38.832] [main/INFO] [Mods Optimizer/]: | adaptive_performance_tweaks_core   | 11.0.0                 | FORGE    | SERVER            | 2023-12-09 14:27:39 |
[19Jul2024 03:46:38.832] [main/INFO] [Mods Optimizer/]: | betterdungeons                     | 1.18.2-Forge-2.1.0     | FORGE    | UNKNOWN           | 2022-05-02 15:29:48 |
[19Jul2024 03:46:38.832] [main/INFO] [Mods Optimizer/]: | notenoughcrashes                   | 4.2.0+1.18.2           | FORGE    | DEFAULT           | 2024-07-19 03:46:10 |
[19Jul2024 03:46:38.833] [main/INFO] [Mods Optimizer/]: | alexsmobs                          | 1.18.6                 | FORGE    | DEFAULT           | 2022-06-29 11:00:19 |
[19Jul2024 03:46:38.834] [main/INFO] [Mods Optimizer/]: | netherportalfix                    | 9.0.1                  | FORGE    | DEFAULT           | 2023-02-26 14:22:56 |
[19Jul2024 03:46:38.835] [main/INFO] [Mods Optimizer/]: | infernalexp                        | 2.5.0                  | FORGE    | DEFAULT           | 2024-07-19 03:34:02 |
[19Jul2024 03:46:38.835] [main/INFO] [Mods Optimizer/]: | playeranimator                     | 1.0.2+1.18             | FORGE    | UNKNOWN           | 2024-07-19 03:34:08 |
[19Jul2024 03:46:38.836] [main/INFO] [Mods Optimizer/]: | connectivity                       | 1.18.2-3.2             | FORGE    | DEFAULT           | 2022-06-15 22:19:56 |
[19Jul2024 03:46:38.836] [main/INFO] [Mods Optimizer/]: | nerb                               | 3.0.0                  | FORGE    | DEFAULT           | 2024-07-19 03:46:10 |
[19Jul2024 03:46:38.837] [main/INFO] [Mods Optimizer/]: | mcwwindows                         | 2.0.3                  | FORGE    | UNKNOWN           | 2022-03-25 17:46:09 |
[19Jul2024 03:46:38.837] [main/INFO] [Mods Optimizer/]: | gpumemleakfix                      | 1.18.2-1.6             | FORGE    | DEFAULT           | 2023-06-26 18:48:21 |
[19Jul2024 03:46:38.837] [main/INFO] [Mods Optimizer/]: | sophisticatedcore                  | 1.18.2-0.3.7.59        | FORGE    | DEFAULT           | 2022-07-10 13:34:09 |
[19Jul2024 03:46:38.838] [main/INFO] [Mods Optimizer/]: | structureessentials                | 1.18.2-3.0             | FORGE    | DEFAULT           | 2023-09-22 23:41:18 |
[19Jul2024 03:46:38.838] [main/INFO] [Mods Optimizer/]: | duckling                           | 1.0.5                  | FORGE    | DEFAULT           | 2024-07-19 03:33:59 |
[19Jul2024 03:46:38.839] [main/INFO] [Mods Optimizer/]: | placebo                            | 6.6.7                  | FORGE    | DEFAULT           | 2023-04-20 23:50:54 |
[19Jul2024 03:46:38.839] [main/INFO] [Mods Optimizer/]: | modernfix                          | 5.18.0+mc1.18.2        | FORGE    | DEFAULT           | 2024-07-19 03:46:10 |
[19Jul2024 03:46:38.839] [main/INFO] [Mods Optimizer/]: | citadel                            | 1.11.3                 | FORGE    | UNKNOWN           | 2022-05-07 11:16:19 |
[19Jul2024 03:46:38.840] [main/INFO] [Mods Optimizer/]: | modernlife                         | 1.18.2-1.54            | FORGE    | UNKNOWN           | 2022-04-22 20:46:57 |
[19Jul2024 03:46:38.840] [main/INFO] [Mods Optimizer/]: | evilcraft                          | 1.2.23                 | FORGE    | DEFAULT           | 2023-11-27 13:08:36 |
[19Jul2024 03:46:38.841] [main/INFO] [Mods Optimizer/]: | yungsapi                           | 1.18.2-Forge-2.0.8     | FORGE    | UNKNOWN           | 2022-05-03 17:48:19 |
[19Jul2024 03:46:38.841] [main/INFO] [Mods Optimizer/]: | clientcrafting                     | 1.18.2-1.6             | FORGE    | DEFAULT           | 2023-07-14 22:27:54 |
[19Jul2024 03:46:38.842] [main/INFO] [Mods Optimizer/]: | bookshelf                          | 13.3.56                | FORGE    | UNKNOWN           | 2023-05-28 22:27:26 |
[19Jul2024 03:46:38.842] [main/INFO] [Mods Optimizer/]: | sophisticatedbackpacks             | 1.18.2-3.17.10.621     | FORGE    | DEFAULT           | 2022-07-10 13:35:06 |
[19Jul2024 03:46:38.842] [main/INFO] [Mods Optimizer/]: | achiopt                            | 1.0.2                  | FORGE    | DEFAULT           | 2023-10-11 13:47:21 |
[19Jul2024 03:46:38.845] [main/INFO] [Mods Optimizer/]: | mcwdoors                           | 1.0.6                  | FORGE    | UNKNOWN           | 2022-03-10 13:45:09 |
[19Jul2024 03:46:38.846] [main/INFO] [Mods Optimizer/]: | balm                               | 3.2.6                  | FORGE    | DEFAULT           | 2023-03-17 18:59:52 |
[19Jul2024 03:46:38.846] [main/INFO] [Mods Optimizer/]: | carryon                            | 1.17.0-8               | FORGE    | DEFAULT           | 2022-03-05 16:51:43 |
[19Jul2024 03:46:38.847] [main/INFO] [Mods Optimizer/]: | jeresources                        | 14.1.171               | FORGE    | UNKNOWN           | 2022-06-14 04:14:32 |
[19Jul2024 03:46:38.848] [main/INFO] [Mods Optimizer/]: | delogger                           | 4.0.0-build.4+mc1.18.2 | FORGE    | UNKNOWN           | 2022-03-02 15:15:17 |
[19Jul2024 03:46:38.848] [main/INFO] [Mods Optimizer/]: | cloth_config                       | 6.5.102                | FORGE    | UNKNOWN           | 2024-07-19 03:33:58 |
[19Jul2024 03:46:38.849] [main/INFO] [Mods Optimizer/]: | rpgsmw                             | 4.9.6                  | FORGE    | UNKNOWN           | 2024-07-19 03:34:10 |
[19Jul2024 03:46:38.849] [main/INFO] [Mods Optimizer/]: | supplementaries                    | 1.18.2-1.4.7           | FORGE    | DEFAULT           | 2022-06-30 14:21:33 |
[19Jul2024 03:46:38.849] [main/INFO] [Mods Optimizer/]: | konkrete                           | 1.3.3                  | FORGE    | DEFAULT           | 2022-01-01 17:46:26 |
[19Jul2024 03:46:38.850] [main/INFO] [Mods Optimizer/]: | novillagerdm                       | 3.0.0                  | FORGE    | DEFAULT           | 2022-03-31 00:36:02 |
[19Jul2024 03:46:38.850] [main/INFO] [Mods Optimizer/]: | advancementplaques                 | 1.4.5-1                | FORGE    | DEFAULT           | 2022-07-01 21:53:52 |
